,Name,tR,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,Asphericity,Eccentricity,InertialShapeFactor,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex
669,"Isoflavone base + 1O, 1MeO, O-Hex+C7H12NO",4.67,13.109368321188773,-1.5997091640563454,13.109368321188773,0.19642590864466225,0.299338602624241,555.5800000000003,522.3160000000004,555.210446256,214,0,0.305658539270506,-0.4967678180883639,0.4967678180883639,0.305658539270506,1.0,1.725,2.45,16.709565293943513,9.946778851580452,2.452130692600912,-2.3949492540306068,2.2823525177692088,-2.598797130598202,5.822687915958329,-0.27821938324275947,1.2578036370271395,1367.4825019814818,28.22503939238571,22.024923275520962,22.024923275520962,19.333738893542467,13.26413688559574,13.26413688559574,10.078034949207838,10.078034949207838,7.390491195394391,7.390491195394391,4.993023591626438,4.993023591626438,-3.4800000000000004,1088160038.2098336,28.06323995365285,12.359642136472727,6.133749903849656,229.78229453411038,44.000973540781985,54.36795431935523,5.428790391900541,6.290026729335213,0.0,5.969305287951849,9.589074368143644,0.0,0.0,0.0,12.13273413692322,61.677981869381995,12.487188691387619,18.059473247439325,43.47872212084748,16.938549644058888,0.0,5.316788604006331,5.917906046161393,49.968357149106446,26.806192317615604,58.95106005084269,0.0,22.6259266499618,20.21930490350697,0.0,11.49902366656781,0.0,78.80097207041798,14.268263091671919,5.917906046161393,19.26246486877803,57.93942059599549,0.0,22.09614733950103,0.0,156.92,36.67519756828027,24.90865655266576,0.0,35.70693200042701,22.262639031142694,25.93115605767717,24.462264201023885,31.37526581512397,0.0,5.316788604006331,23.364602752253543,27.64588984442568,0.0,25.419172441324648,34.83818273393834,1.0564074810539452,0.6752408430927175,11.533622868997321,-3.7950768775899233,1.3991706700021593,1.5607233280884492,0.4482758620689655,40,4,11,0,2,2,2,1,3,11,4,11,8,0,2,2,5,1.5878999999999994,142.9511,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6720442579213516,0.9920522740606075,0.0003648556547277375,0.12582641030871508,0.9615696418024497,2635.479618700146,20140.423514534858,20945.361249947426,6.272751123627584,0.1415038583489416
670,9-methanesulfinylnonanenitrile (isomer of 666),3.03,10.692857048505047,-0.6188656920825333,10.692857048505047,0.6188656920825333,0.5663571447444959,201.335,182.18299999999996,201.118735228,76,0,0.06212450963328058,-0.25987143007187347,0.25987143007187347,0.06212450963328058,1.0769230769230769,1.6153846153846154,2.1538461538461537,32.1970880631041,10.107140984343996,1.9261673879202668,-1.982602255848674,2.062986948934618,-1.9285904097587638,7.837314281565424,0.6114643800911371,2.9217662327501612,174.25378417812814,9.941311299868556,8.420564425920064,9.23706100684779,6.270055610029663,4.940750280068595,6.66793046351928,3.30675130325923,4.8613854566415675,1.9703751400342975,2.8339652317596395,1.2164889277030078,1.8271393377275096,-0.36000000000000004,673.2349289501077,12.639999999999999,9.725910652920962,11.639999999999999,83.79056394244365,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,5.261891554738487,0.0,25.683286491704038,12.841643245852019,29.22901345608851,6.069221312792274,4.208898492164469,10.799569042904308,5.261891554738487,0.0,0.0,44.94575136048208,12.008622790258194,0.0,0.0,6.069221312792274,0.0,0.0,0.0,0.0,16.217521282422663,10.799569042904308,11.33111286753076,44.94575136048208,0.0,0.0,0.0,0.0,40.86,10.799569042904308,4.208898492164469,0.0,0.0,6.4208216229260096,18.59449685259881,25.683286491704038,6.255769183511404,0.0,6.069221312792274,5.261891554738487,10.692857048505047,0.0,0.0,8.284273890341261,0.0,0.845432098765432,2.144487657704649,9.374037218988368,0.0,-0.6188656920825333,0.9,13,0,2,0,0,0,0,0,0,2,0,3,8,0,0,0,0,2.619180000000001,56.865400000000044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.6274023861025232,0.9891400613176012,0.00306300085503817,0.1469759813595808,0.9698477182431162,316.6331856055033,2089.3616068346037,2154.319247788191,3.3652918834655488,0.2599868425969606
671,9-methanesulfinylnonanenitrile (isomer of 665),4.89,10.692857048505047,-0.6188656920825333,10.692857048505047,0.6188656920825333,0.5663571447444959,201.335,182.18299999999996,201.118735228,76,0,0.06212450963328058,-0.25987143007187347,0.25987143007187347,0.06212450963328058,1.0769230769230769,1.6153846153846154,2.1538461538461537,32.1970880631041,10.107140984343996,1.9261673879202668,-1.982602255848674,2.062986948934618,-1.9285904097587638,7.837314281565424,0.6114643800911371,2.9217662327501612,174.25378417812814,9.941311299868556,8.420564425920064,9.23706100684779,6.270055610029663,4.940750280068595,6.66793046351928,3.30675130325923,4.8613854566415675,1.9703751400342975,2.8339652317596395,1.2164889277030078,1.8271393377275096,-0.36000000000000004,673.2349289501077,12.639999999999999,9.725910652920962,11.639999999999999,83.79056394244365,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,5.261891554738487,0.0,25.683286491704038,12.841643245852019,29.22901345608851,6.069221312792274,4.208898492164469,10.799569042904308,5.261891554738487,0.0,0.0,44.94575136048208,12.008622790258194,0.0,0.0,6.069221312792274,0.0,0.0,0.0,0.0,16.217521282422663,10.799569042904308,11.33111286753076,44.94575136048208,0.0,0.0,0.0,0.0,40.86,10.799569042904308,4.208898492164469,0.0,0.0,6.4208216229260096,18.59449685259881,25.683286491704038,6.255769183511404,0.0,6.069221312792274,5.261891554738487,10.692857048505047,0.0,0.0,8.284273890341261,0.0,0.845432098765432,2.144487657704649,9.374037218988368,0.0,-0.6188656920825333,0.9,13,0,2,0,0,0,0,0,0,2,0,3,8,0,0,0,0,2.619180000000001,56.865400000000044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.754314358115685,0.9959052577388383,0.0034583269369364376,0.0904030840632006,0.9638796844518148,278.7127134098168,2971.6411230656,3083.0000579954694,3.965904396433702,0.18259781883036408
672,5-methanesulfinylpentanenitrile,2.21,10.435100623582766,-0.6784470269589318,10.435100623582766,0.5944444444444444,0.554864110080701,145.227,134.13899999999998,145.056134972,52,0,0.06212504621659426,-0.25987142565905463,0.25987142565905463,0.06212504621659426,1.5555555555555556,2.2222222222222223,2.6666666666666665,32.19708777628358,10.267943540184257,1.8923024292292647,-1.9033902506457072,1.9351949028419873,-1.9208572302580391,7.837312010451219,0.681805723512157,2.9375735264282428,127.50977500432694,7.112884175122364,5.5921373011738735,6.4086338821016,4.270055610029662,2.9407502800685954,4.66793046351928,1.8925377408861355,3.4471718942684726,0.9703751400342975,1.8339652317596395,0.5093821465164605,1.1200325565409626,-0.36000000000000004,84.62711413110172,8.640000000000002,5.770890052356022,7.640000000000002,58.33079548485723,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,5.261891554738487,0.0,0.0,12.841643245852019,29.22901345608851,6.069221312792274,4.208898492164469,10.799569042904308,5.261891554738487,0.0,0.0,19.26246486877803,12.008622790258194,0.0,0.0,6.069221312792274,0.0,0.0,0.0,0.0,16.217521282422663,10.799569042904308,11.33111286753076,19.26246486877803,0.0,0.0,0.0,0.0,40.86,10.799569042904308,4.208898492164469,0.0,0.0,6.4208216229260096,18.59449685259881,0.0,6.255769183511404,6.069221312792274,0.0,5.261891554738487,10.435100623582766,0.0,0.0,8.10563066893424,0.0,0.7377777777777778,2.0424722852103807,4.079687893675989,0.0,-0.6784470269589318,0.8333333333333334,9,0,2,0,0,0,0,0,0,2,0,3,4,0,0,0,0,1.05878,38.39740000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.7983405567501862,0.9973668930518207,0.010178428143744445,0.07252089798229129,0.9533938327341908,93.6680810897247,1231.40464775817,1291.601230759681,3.001484640941913,0.1505125451687356
673,7-methanesulfinylheptanenitrile,3.43,10.591376842403628,-0.6377827031018171,10.591376842403628,0.6377827031018171,0.5749624750970312,173.281,158.16099999999997,173.0874351,64,0,0.06212450964908896,-0.25987143007184316,0.25987143007184316,0.06212450964908896,1.2727272727272727,1.9090909090909092,2.4545454545454546,32.197087919685636,10.15899170243888,1.9136626209512846,-1.9535112296017294,2.018090010941517,-1.9268040363509857,7.837312965010898,0.6621851017266652,2.9194678767958475,150.66127285260657,8.52709773749546,7.0063508635469685,7.822847444474695,5.270055610029662,3.9407502800685954,5.66793046351928,2.5996445220726825,4.1542786754550205,1.4703751400342975,2.3339652317596395,0.8629355371097341,1.473585947134236,-0.36000000000000004,240.89588338167468,10.64,7.743734439834026,9.640000000000002,71.06067971365044,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,5.261891554738487,0.0,12.841643245852019,12.841643245852019,29.22901345608851,6.069221312792274,4.208898492164469,10.799569042904308,5.261891554738487,0.0,0.0,32.10410811463005,12.008622790258194,0.0,0.0,6.069221312792274,0.0,0.0,0.0,0.0,16.217521282422663,10.799569042904308,11.33111286753076,32.10410811463005,0.0,0.0,0.0,0.0,40.86,10.799569042904308,4.208898492164469,0.0,0.0,6.4208216229260096,31.436140098450828,0.0,6.255769183511404,0.0,6.069221312792274,5.261891554738487,10.591376842403628,0.0,0.0,8.21238414553064,0.0,0.8120571145124716,2.10737961388259,6.63680720899471,0.0,-0.6377827031018171,0.875,11,0,2,0,0,0,0,0,0,2,0,3,6,0,0,0,0,1.83898,47.631400000000035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.5378781917176283,0.982048717687379,0.003063252617909033,0.1886274531678109,0.8835368239430427,288.4309373564307,1351.01943030583,1529.1037042197163,3.0237096836764015,0.2682277789079995
674,8-methanesulfinyloctanenitrile,4.16,10.64698698422589,-0.6267256043363849,10.64698698422589,0.6267256043363849,0.5733877791307976,187.308,170.17199999999997,187.103085164,70,0,0.062124509633309434,-0.2598714300718734,0.2598714300718734,0.062124509633309434,1.1666666666666667,1.75,2.3333333333333335,32.19708799139092,10.128880517124813,1.9206208686153572,-1.9698723406344634,2.0436731699076223,-1.927950139247872,7.837313619935859,0.635708735881001,2.9192347292487373,162.4016955022024,9.234204518682008,7.713457644733516,8.529954225661243,5.770055610029663,4.440750280068595,6.16793046351928,2.9531979126659564,4.507832066048294,1.7203751400342975,2.5839652317596395,1.0397122324063708,1.6503626424308728,-0.36000000000000004,402.8484647807608,11.64,8.733984962406016,9.64,77.42562182804704,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,5.261891554738487,0.0,19.26246486877803,12.841643245852019,29.22901345608851,6.069221312792274,4.208898492164469,10.799569042904308,5.261891554738487,0.0,0.0,38.524929737556064,12.008622790258194,0.0,0.0,6.069221312792274,0.0,0.0,0.0,0.0,16.217521282422663,10.799569042904308,11.33111286753076,38.524929737556064,0.0,0.0,0.0,0.0,40.86,10.799569042904308,4.208898492164469,0.0,0.0,6.4208216229260096,31.436140098450828,6.4208216229260096,6.255769183511404,0.0,6.069221312792274,5.261891554738487,10.64698698422589,0.0,0.0,8.251525956456963,0.0,0.8315972222222222,2.1281970864477477,7.990640577205783,0.0,-0.6267256043363849,0.8888888888888888,12,0,2,0,0,0,0,0,0,2,0,3,7,0,0,0,0,2.2290799999999997,52.24840000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.7272447410453096,0.9948099590428852,0.004134507812430205,0.10175040731659575,0.9644772268945072,233.27497991292978,2211.179411107853,2292.6196176010985,3.5560014040793737,0.1959557779808221
675,1-isothiocyanato-8-methanesulfinyloctane,7.07,10.732754238533355,-0.6119153808897972,10.732754238533355,0.6119153808897972,0.3480431563709327,233.40199999999996,214.24999999999997,233.090806228,82,0,0.058444302842733845,-0.25987143007187347,0.25987143007187347,0.058444302842733845,1.1428571428571428,1.7142857142857142,2.2857142857142856,32.197101373618516,10.122244805033334,1.92574625249987,-1.9866050007468776,2.051431210746731,-1.9306220624720687,7.837373863599392,0.6114178717776302,2.9855019919745587,192.29867917997393,10.648418081055103,8.82881271638393,10.461805878239382,6.7700556100296625,5.107548800724091,7.242977274638639,3.3716451939267365,5.108853533144129,2.0162620501828696,3.0089515867817926,1.248935873036761,1.9508733759787906,-0.05000000000000002,1119.28168851183,13.949999999999998,11.027220077220075,11.95,94.65208699403995,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,4.992404732635669,0.0,0.0,25.683286491704038,25.059516688898714,29.35294823907508,5.1612618521255476,4.208898492164469,28.17870433807655,0.0,0.0,4.992404732635669,38.524929737556064,18.55337919617077,0.0,0.0,0.0,0.0,0.0,0.0,12.217873443046695,27.923539540460787,10.799569042904308,0.0,38.524929737556064,4.992404732635669,0.0,0.0,0.0,29.43,10.799569042904308,4.208898492164469,0.0,0.0,0.0,25.139253258511385,25.683286491704038,6.255769183511404,0.0,22.37154002780791,0.0,10.732754238533355,4.466183129318778,3.8535619120237627,2.3658834336458794,0.0,0.8563529231711049,0.0,8.904167055582377,0.8219015775034294,-0.6119153808897972,0.9,14,0,2,0,0,0,0,0,0,3,0,4,9,0,0,0,0,2.808300000000001,66.52840000000003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.5904638802663763,0.9867486563313115,0.001417723185580645,0.162256245575791,0.8820679405877552,622.1721909883939,3382.2928741424425,3834.503804648759,4.097907824709402,0.17990387619079592
676,1-isothiocyanato-7-methanesulfinylheptane,6.41,10.69406075220875,-0.6181004640445775,10.69406075220875,0.6181004640445775,0.3563163148779713,219.37499999999997,202.23899999999998,219.075156164,76,0,0.058444302842733865,-0.25987143007187335,0.25987143007187335,0.058444302842733865,1.2307692307692308,1.8461538461538463,2.4615384615384617,32.19710130044282,10.149691837499436,1.9200643095035475,-1.9750995553423982,2.0286632840474828,-1.9314306862600148,7.83737318517415,0.6352757003519043,2.9916334752831633,182.05372307956134,9.941311299868556,8.121705935197381,9.754699097052834,6.2700556100296625,4.607548800724091,6.742977274638639,3.018091803333463,4.755300142550855,1.7662620501828696,2.7589515867817926,1.0721591777401243,1.7740966806821539,-0.05000000000000002,673.2349289501077,12.95,10.033682008368201,11.950000000000001,88.28714487964334,0.0,0.0,0.0,0.0,0.0,0.0,4.208898492164469,4.992404732635669,0.0,0.0,19.26246486877803,25.059516688898714,29.35294823907508,5.1612618521255476,4.208898492164469,28.17870433807655,0.0,0.0,4.992404732635669,32.10410811463005,18.55337919617077,0.0,0.0,0.0,0.0,0.0,0.0,12.217873443046695,27.923539540460787,10.799569042904308,0.0,32.10410811463005,4.992404732635669,0.0,0.0,0.0,29.43,10.799569042904308,4.208898492164469,0.0,0.0,0.0,25.139253258511385,19.26246486877803,6.255769183511404,0.0,22.37154002780791,0.0,10.69406075220875,4.449791363655451,3.834006877956944,2.3528209910379823,0.0,0.8453279320987653,0.0,7.522243010049649,0.8087384259259259,-0.6181004640445775,0.8888888888888888,13,0,2,0,0,0,0,0,0,3,0,4,8,0,0,0,0,2.4182000000000006,61.91140000000004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.5424112748861554,0.9817115126753975,0.002033345413238617,0.19037464610757163,0.9746707236511878,479.34340978436023,2454.11874766116,2517.8952112851525,3.524875336739882,0.3139172335374706
677,9-methanesulfinylnonanoic acid,4.43,10.699744100846644,-0.7024262229506635,10.699744100846644,0.2906515775034293,0.6058818189168511,220.33399999999997,200.17399999999998,220.1133155,84,0,0.30283955653218375,-0.481230389785217,0.481230389785217,0.30283955653218375,1.0714285714285714,1.5714285714285714,2.0714285714285716,32.19708816347067,10.102858554818893,1.964185928423875,-1.9910460268006813,2.0676857353255405,-1.9452522155037895,7.837315430354028,-0.1366527434435536,2.9895441287192144,160.20592425326385,10.811554787871634,8.82881271638393,9.645309297311655,6.625897657686229,5.144874425300527,6.8720546087512115,3.542375963474164,5.097010116856501,2.072437212650263,2.9360273043756053,1.288657711351711,1.8993081213762129,-0.38000000000000006,926.9275675693005,13.620000000000001,9.185808681626959,11.62,88.35374011321471,5.106527394840706,0.0,0.0,0.0,0.0,5.969305287951849,9.00343567623629,0.0,0.0,0.0,25.683286491704038,12.841643245852019,29.22901345608851,0.0,14.109963071076997,16.768874330856157,0.0,0.0,0.0,44.94575136048208,12.008622790258194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.293353965215218,15.59410622697613,0.0,44.94575136048208,0.0,0.0,0.0,0.0,54.37,16.768874330856157,9.00343567623629,0.0,0.0,6.4208216229260096,44.277783344302854,0.0,6.255769183511404,0.0,0.0,5.106527394840706,10.699744100846644,0.0,10.175639417651052,8.381496112563482,0.0,0.09829394165839,0.0,8.191997904486932,0.0,-0.6582825883176113,0.9,14,1,3,0,0,0,0,0,0,2,1,4,9,0,0,0,0,2.1802,58.88820000000004,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.6593770771869116,0.9913300103804819,0.0024823863404676853,0.13139562595091847,0.9567722335625412,385.4243869962175,2806.5116243183934,2933.312157135192,3.728259106468643,0.221397873996783
678,2-amino-10-methanesulfinyldecanoic acid,2.74,10.759342007472522,-0.9116433946678353,10.759342007472522,0.5637997256515774,0.5750361977760351,249.37599999999998,226.19199999999998,249.139864596,96,0,0.31996729321579775,-0.480086447589666,0.480086447589666,0.31996729321579775,1.1875,1.6875,2.1875,32.19708831527068,10.064932071603742,2.090872681519532,-2.0505611731057773,2.0806423399150376,-2.2917480998639403,7.837316947211169,-0.13822010356366748,3.1547672399003175,221.27521467144885,12.38890505706126,9.983513254763182,10.800009835690908,7.5365812602091875,5.821577793099262,7.548757976549947,4.132043295128604,5.686677448510942,2.5141208323035076,3.37771092402885,1.5001580438455975,2.1108084538700997,-0.42000000000000004,2401.457562494038,15.579999999999998,9.781107035232182,10.109880080761553,100.05857292462407,10.84019487200289,6.041840829147961,0.0,0.0,0.0,5.969305287951849,9.00343567623629,0.0,0.0,0.0,32.10410811463005,12.841643245852019,22.808191833162503,0.0,14.109963071076997,16.768874330856157,0.0,0.0,5.733667477162185,50.987592189630035,12.008622790258194,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,33.335194794363176,15.59410622697613,0.0,44.94575136048208,0.0,0.0,0.0,0.0,80.39000000000001,22.810715160004115,9.00343567623629,0.0,0.0,6.4208216229260096,44.27778334430285,0.0,6.255769183511404,0.0,0.0,10.84019487200289,10.759342007472522,0.0,10.414349285440174,8.552816105270422,5.378857650536492,-0.1161192984871734,-0.7060065900276042,8.606628725531408,0.0,-0.6676456635140193,0.9090909090909091,16,3,4,0,0,0,0,0,0,3,2,5,10,0,0,0,0,1.5074999999999998,66.86360000000005,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.7616696498325644,0.996121320986075,0.0025806454469610757,0.08799041923389676,0.9847006862762646,381.57147369307603,4270.165948524914,4336.511599959309,4.245171334302055,0.18574387948309024
679,7-methanesulfinylheptan-1-amine,2.08,10.623722521415974,-0.5974663450771254,10.623722521415974,0.5974663450771254,0.595168899706031,177.313,158.161,177.118735228,68,0,0.023155430014508187,-0.33047350396339414,0.33047350396339414,0.023155430014508187,1.0909090909090908,1.6363636363636365,2.1818181818181817,32.19708792313031,10.150779921066777,1.9133799949465244,-1.9749856439629474,2.0168947568393123,-1.9794407848636344,7.837312871855931,0.6342408546287844,2.849761282233442,106.26518047667868,8.52709773749546,7.343594318423186,8.160090899350912,5.2700556100296625,4.271838382189205,5.99901856563989,2.83375916425235,4.388393317634687,1.6359191910946025,2.499509282819945,0.9799928581995679,1.5906432682240699,0.10999999999999996,240.89588338167468,11.110000000000001,8.20891196834817,10.11,72.00799072919445,5.733667477162185,0.0,0.0,0.0,0.0,0.0,4.208898492164469,0.0,0.0,0.0,19.26246486877803,19.386399651764595,22.808191833162503,0.0,4.208898492164469,10.799569042904308,0.0,0.0,5.733667477162185,32.10410811463005,18.55337919617077,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,22.76227768833524,10.799569042904308,0.0,32.10410811463005,0.0,0.0,0.0,0.0,43.09,10.799569042904308,4.208898492164469,0.0,0.0,0.0,25.139253258511385,19.26246486877803,6.255769183511404,0.0,0.0,5.733667477162185,10.623722521415974,0.0,0.0,0.0,5.342848683197559,0.8637152777777778,0.0,7.684135881204334,0.8052662037037037,-0.5974663450771254,1.0,11,2,2,0,0,0,0,0,0,2,1,3,7,0,0,0,0,1.2741,51.072800000000036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.7773252772811147,0.9966991855765742,0.005679269061625949,0.08118333247036401,0.9709762487134129,170.96852397329928,2044.8332312086845,2105.955973607161,3.4909603963960865,0.16068638871041893
